UNITID,INSTNM,CITY,STABBR,ZIP,HIGHDEG,ST_FIPS,LATITUDE,LONGITUDE,LOCALE,ADM_RATE,SAT_AVG,C150_4,UGDS_MEN,UGDS_WOMEN,Avg_Net_Price,COSTT4_A,SAT_z
233897,University of Virginia's College at Wise,Wise,VA,24293-4400,3,51,36.970602,-82.559656,32,0.9392,1104,0.4981,0.4127,0.5873,11180,24315,-0.4669144241047692
233921,Virginia Polytechnic Institute and State University,Blacksburg,VA,24061-0131,4,51,37.229012,-80.423675,13,0.5703,1337,0.8628,0.5717,0.4283,23790,32040,1.1598783886035113
234030,Virginia Commonwealth University,Richmond,VA,23284-2512,4,51,37.54962,-77.452697,12,0.9306,1168,0.6538,0.3637,0.6363,19452,34346,-0.020070046365155657
234076,University of Virginia-Main Campus,Charlottesville,VA,22903-2628,4,51,38.035665,-78.503428,22,0.1686,1488,0.953,0.4342,0.5658,22881,38132,2.214151842332912
234085,Virginia Military Institute,Lexington,VA,24450-0304,3,51,37.7896,-79.437067,32,0.8173,1183,0.818,0.8692,0.1308,18849,33738,0.08465910466756627
234155,Virginia State University,Petersburg,VA,23806,4,51,37.234692,-77.419026,21,0.891,917,0.4072,0.4042,0.5958,14553,24173,-1.7725378403127023
234164,Virginia Union University,Richmond,VA,23220,4,51,37.562405,-77.450903,12,0.9773,860,0.4133,0.4788,0.5212,19580,34960,-2.1705086142370456
234173,Virginia Wesleyan University,Virginia Beach,VA,23455,4,51,36.868417,-76.18606,11,0.7129,1281,0.4905,0.4377,0.5623,20583,51192,0.7688895580813495
234207,Washington and Lee University,Lexington,VA,24450-2116,4,51,37.788939,-79.443018,32,0.1736,1504,0.949,0.4857,0.5143,23911,82990,2.325862936767815
237136,Appalachian Bible College,Mount Hope,WV,25880-9557,4,54,37.853335,-81.198867,23,0.9857,1068,0.7561,0.5774,0.4226,17401,29451,-0.7182643865833018
237215,Bluefield State University,Bluefield,WV,24701-2198,3,54,37.265732,-81.239037,32,0.8722,998,0.3456,0.3972,0.6028,12529,20747,-1.207000424736004
237330,Concord University,Athens,WV,24712,4,54,37.423723,-81.006696,41,0.8965,980,0.4225,0.411,0.589,9983,18969,-1.3326754059752703
237358,Davis & Elkins College,Elkins,WV,26241-3996,3,54,38.931232,-79.846022,33,0.5823,985,0.366,0.442,0.558,19428,44322,-1.2977656889643632
237367,Fairmont State University,Fairmont,WV,26554-2470,4,54,39.483079,-80.162433,32,0.9924,993,0.4832,0.4394,0.5606,9055,18091,-1.2419101417469114
237525,Marshall University,Huntington,WV,25755,4,54,38.422482,-82.428964,13,0.9646,1051,0.4869,0.4294,0.5706,8327,21299,-0.8369574244203867
237792,Shepherd University,Shepherdstown,WV,25443,4,54,39.433071,-77.804101,41,0.9565,1022,0.4949,0.3928,0.6072,12391,19863,-1.039433783083649
237899,West Virginia State University,Institute,WV,25112-1000,4,54,38.380541,-81.765034,22,0.9637,979,0.3351,0.4375,0.5625,10191,19906,-1.3396573493774517
237932,West Liberty University,West Liberty,WV,26074,4,54,40.164417,-80.602256,41,0.7212,1041,0.6062,0.3916,0.6084,16295,23526,-0.9067768584422012
237950,West Virginia University Institute of Technology,Beckley,WV,25801,3,54,37.775924,-81.184072,13,0.61,1044,0.3612,0.6016,0.3984,9957,18343,-0.8858310282356568
237969,West Virginia Wesleyan College,Buckhannon,WV,26201-2994,4,54,38.990661,-80.218969,33,0.9505,1045,0.4945,0.5017,0.4983,18148,47374,-0.8788490848334753
238032,West Virginia University,Morgantown,WV,26506,4,54,39.634371,-79.954391,13,0.8626,1129,0.612,0.4844,0.5156,12997,23678,-0.29236583905023267
262129,New College of Florida,Sarasota,FL,34243-2109,4,12,27.384925,-82.55858,13,0.74,1137,0.6181,0.4229,0.5771,4536,20732,-0.23651029183278097
426314,Embry-Riddle Aeronautical University-Worldwide,Daytona Beach,FL,32114-3900,4,12,29.189903,-81.048367,13,0.6175,1193,0.21560000000000001,0.8424,0.1576,19733,24015,0.15447853868938088
433660,Florida Gulf Coast University,Fort Myers,FL,33965-6565,4,12,26.463638,-81.7726,21,0.7675,1120,0.5602,0.4365,0.5635,10319,18269,-0.3552033296698658
445708,Johnson & Wales University-Charlotte,Charlotte,NC,28202,3,37,35.233502,-80.851208,11,0.7528,1015,0.5211,0.3632,0.6368,28901,55989,-1.0883073868989193
451927,Patrick Henry College,Purcellville,VA,20132,3,51,39.138687,-77.690939,31,0.8198,1351,0.6545,0.5308,0.4692,26000,41500,1.2576255962340517
479956,Pennsylvania State University-World Campus,University Park,PA,16802-1503,4,42,40.7965,-77.862848,13,0.8027,1198,0.3363,0.4688,0.5312,20826,27938,0.1893882557002882
482149,Augusta University,Augusta,GA,30912,4,13,33.47037,-81.989071,12,0.8931,1113,0.4865,0.3593,0.6407,13347,22146,-0.404076933485136
482158,Middle Georgia State University,Macon,GA,31206,4,13,32.808092,-83.732058,12,0.9977,1055,0.256,0.4583,0.5417,13922,20189,-0.8090296508116608
482680,University of North Georgia,Dahlonega,GA,30597,4,13,34.530219,-83.985694,32,0.7216,1136,0.3685,0.4435,0.5565,10785,18062,-0.2434922352349624
482936,Florida Polytechnic University,Lakeland,FL,33805-8531,4,12,28.150149,-81.845995,41,0.5573,1294,0.5302,0.8104,0.1896,9899,20807,0.8596548223097085
484473,University of Florida-Online,Gainesville,FL,32611,3,12,29.649413,-82.339848,12,0.6438,1331,0.7766,0.4634,0.5366,4702,17036,1.1179867281904226
485698,American College of the Building Arts,Charleston,SC,29403-4223,3,45,32.805094,-79.946888,12,0.6207,1137,0.64,0.8143,0.1857,26389,38984,-0.23651029183278097
486840,Kennesaw State University,Kennesaw,GA,30144,4,13,34.038807,-84.583052,21,0.6918,1120,0.4806,0.5029,0.4971,16972,24618,-0.3552033296698658
498562,Commonwealth University of Pennsylvania,Bloomsburg,PA,17815,4,42,41.00782,-76.447844,32,0.9475,1093,0.5302,0.3962,0.6038,18877,25781,-0.5437158015287653
498571,Pennsylvania Western University,California,PA,15419,4,42,40.064964,-79.88679,32,0.9365,1076,0.5103,0.3892,0.6108,19352,27618,-0.66240883936585
